CensusId,Colony Id,Lat,Lon,Province,Common name,Date of census,Colony size units,Colony size,Derivation method,Quality of estimate,Common Name,County,Nearest water,Coastal block,Ocean region,Latin Name,Time start (24:00),Time end (24:00),Duration of census if > 1d,Species code,Phase of breeding cycle,Survey method,Platform,Individuals,Pairs,Apparently occupied sites,All nests,Burrows,Holes,Nests with eggs,Nests with chicks,Nests with eggs or chicks,Empty nests,Eggs,Young,k-value,Burrow density (per m²),Colony area (ha),Height of colony above water (m),Prop. burrrows occupied,Prop. holes occupied,Data received how?,Data location,Colony size error,Rep_No_individuals,Rep_No_pairs,Rep_No_AOS,Rep_No_nests,Rep_no_holes,Rep_No_with_eggs,Rep_No_with_chicks,Rep_No_active_nests,Rep_No_empty_nests,Rep_No_eggs,Rep_No_young,Colony area measured how?,Error type,Rep_no_burrows,Presence,Record creator,Record create date,Principal investigator,Current contact,Observer 1,Observer 2,Data compiler,Lead agency,Aircraft make,Pilot name,Charter company name,Photographer name,Camera model,Citation for k-value,Photo count method,Censuses.Source,Censuses.Notes,Altitude (feet),Speed (kts),Date
1485,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-69,Pair,2796,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,,,,,,,,,,2796,,,,,,,,,,,,,,,,,,,,Actual number counted,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.",,,,1-Jan-69
455,"Cape St. Marys, NF",46.83323,-54.19889,NF,Northern Gannet,1-Jan-69,Pair,3000,At least,,Northern Gannet,,Placentia Bay,788,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Nettleship, D.N. 1975. Gannets in North America: present numbers & recent population changes, Wilson Bull. 88:300-313.",3000+ present,,,1-Jan-69
1484,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-67,Pair,2960,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,,,,,,,,,,2960,,,,,,,,,,,,,,,,,,,,Actual number counted,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.",,,,1-Jan-67
1097,"Baccalieu Island, NF",48.11655,-52.79882,NF,Northern Gannet,1-Jan-60,Pair,900,Count used directly,,Northern Gannet,,Conception Bay,750,,Morus bassana,,,,"NOGA, Northern Gannet",,Estimate from partial count,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Nettleship, D.N. 1975, Gannets in North America: present numbers & recent population changes, Wilson Bull. 88:300-313.",,,,1-Jan-60
1483,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-59,Pair,2768,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,,,,,,,,,,2768,,,,,,,,,,,,,,,,,,,,Actual number counted,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.",,,,1-Jan-59
1482,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-58,Pair,2601,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,,,,,,,,,,2601,,,,,,,,,,,,,,,,,,,,Actual number counted,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.",,,,1-Jan-58
1478,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-51,Pair,1202,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,Ground,,,1202,,,,,,,,,,,,,,,,Published report,CWS-NF,,,,Actual number counted,,,,,,,,,,,,,,31-Mar-03,"Tuck, L.M.","Wilhelm, S.","Tuck, L.M.","Pimlott, D.","Montevecchi,WA",CWS,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.; Anonymous. (1 July 1951). ""Bird Inventory of ""The Funks"" Completed by Wildlife Officers: Plants, Insects Also Stud","Newspaper article scanned and kept on file in ""Les Tuck's historical newspaper clippings collection"" at CWS-NF.",,,1-Jan-51
1477,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-45,Pair,200,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Montevecchi, W.A., unpub.files + notes from Tuck, Lock, Peters, Burleigh & many Nfld naturalists; Peters, H.S. & Burleigh, T.D. 1951, The birds of Newfoundland, Newfoundland Department of Natural Resources.",,,,1-Jan-45
454,"Cape St. Marys, NF",46.83323,-54.19889,NF,Northern Gannet,1-Jan-42,Pair,5000,Count used directly,,Northern Gannet,,Placentia Bay,788,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Peters, H.S. & Burleigh, T.D. 1951, The birds of Newfoundland, Newfoundland Department of Natural Resources.",,,,1-Jan-42
1096,"Baccalieu Island, NF",48.11655,-52.79882,NF,Northern Gannet,1-Jan-41,Pair,200,Count used directly,,Northern Gannet,,Conception Bay,750,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ryan, Pierre (PR)",31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Peters, H.S. & Burleigh, T.D. 1951, The birds of Newfoundland. Newfoundland Department of Natural Resources; Peters, H.S. 1942, A new gannet colony in Newfoundland, Auk 59:100.",,,,1-Jan-41
1476,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-40,Pair,100,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Templeman, W. 1945, Observations on some Newfoundland sea-birds, Canadian Field-Naturalist 59:136-147.",,,,1-Jan-40
453,"Cape St. Marys, NF",46.83323,-54.19889,NF,Northern Gannet,1-Jan-39,Pair,4394,Count used directly,,Northern Gannet,,Placentia Bay,788,,Morus bassana,,,,"NOGA, Northern Gannet",,Direct count,,,,,,,,,,4394,,,,,,,,,,,,,,,,,,,,Actual number counted,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Davies, O.J.H. & Keynes, R.D. 1948, The Cape St. Mary gannet colony, Ibis 90:538-546.",,,,1-Jan-39
1475,"Funk Island, NF",49.75877,-53.17636,NF,Northern Gannet,1-Jan-36,Pair,7,Count used directly,,Northern Gannet,,Atlantic Ocean,691,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Kirkham, I.R. & Montevecchi, W.A. 1982, The breeding birds of Funk Island, Newfoundland: an historical perspective, Amer. Birds 36:111-118.",,,,1-Jan-36
452,"Cape St. Marys, NF",46.83323,-54.19889,NF,Northern Gannet,1-Jan-34,Pair,4500,Count used directly,,Northern Gannet,,Placentia Bay,788,,Morus bassana,,,,"NOGA, Northern Gannet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31-Mar-03,,,,,"Montevecchi,WA",,,,,,,,,"Wynne-Edwards, V.C. 1935, The Newfoundland gannet colony: with recent information on the other North American gannetries, Ibis 5: 584-594.",,,,1-Jan-34
